REVIEW ARTIFACT - NOT AN EQUIVALENCE MAPPING. No mapping has been created or applied. Buckets are mixed; conflicting evidence is retained deliberately; the v1 CSV's multi-candidate detail still stands. Do not consume as a lookup table.
new_bucket,prior_bucket,changed,in_scope_for_this_task,new_course_id,new_course_name,valid_rows,first_valid_semester,candidate_1_course_id,candidate_1_name,new_evidence,new_reason,predecessor_last_active_semester_2025,predecessor_never_reached_activity_floor,predecessor_silent_semesters_after,predecessor_taper_confirmed,predecessor_taper_post_debut,predecessor_taper_pre_debut,predecessor_active_through_2025,predecessor_rows_2021,predecessor_rows_2024,predecessor_persistence_ratio,new_course_rows_2024,new_course_last_active_semester,new_course_short_lived,human_decision_required
likely_equivalent_needs_review,likely_equivalent_needs_review,False,True,1288.111,الإدارة المالية,4,20233,80.111,الإدارة العامة,"taper confirmed: predecessor last active 20242 (after the new course's debut), then near-zero for 3 consecutive semesters through 20252",name similarity 0.83 with degree-lineage link; unmet for confirmation: uniqueness/corroboration,20242,False,3,True,True,False,False,54,39,0.7222,22,20251,False,yes
unresolved,unresolved,False,True,1281.111,الاتصالات التسويقية المتكاملة,4,20232,462.111,الاتصالات التماثلية,"taper confirmed: predecessor last active 20242 (after the new course's debut), then near-zero for 3 consecutive semesters through 20252",plausible but insufficient: no degree-lineage link to the candidate's degrees; name only 0.62 similar,20242,False,3,True,True,False,False,47,14,0.2979,4,,False,yes
unresolved,unresolved,False,True,1314.111,إدارة الأعمال الدولية,4,20232,197.111,ادارة المؤسسات المالية,predecessor already fully tapered before the new course's debut (last active 20162); the extra years confirm no rebound but add no new evidence,plausible but insufficient: name only 0.69 similar,20162,False,28,True,False,True,False,0,0,,5,20251,False,yes
unresolved,unresolved,False,True,1301.111,القيادة الإدارية,4,20231,167.111,تنمية ادارية,predecessor already fully tapered before the new course's debut (last active 20162); the extra years confirm no rebound but add no new evidence,plausible but insufficient: name only 0.75 similar,20162,False,28,True,False,True,False,1,0,0.0,31,20251,False,yes
unresolved,unresolved,False,True,1209.111,مدخل إلى البيانات الكبيرة,3,20232,445.111,مدخل إلى الروبوتية,"predecessor never reached the 5-enrolment activity floor in any semester of the extended file (14 rows in total) - there is no taper to observe, so no corroboration is available",plausible but insufficient: name only 0.65 similar; predecessor still enrolling through 2025 - no taper,,True,66,False,False,False,False,0,1,,14,20251,False,yes
unresolved,unresolved,False,True,1389.111,مشتقات مالية,3,20233,60.111,المشتقات المالية,"predecessor still active at comparable volume through 2025 (21 rows in 2024 vs 4 in 2021, ratio 5.25) - evidence AGAINST equivalence: both courses are live",plausible but insufficient: no degree-lineage link to the candidate's degrees; requirement type differs; predecessor still enrolling through 2025 - no taper,20251,False,1,False,False,False,True,4,21,5.25,3,,False,yes
unresolved,unresolved,False,True,1326.111,إدارة العمليات المصرفية,3,20232,197.111,ادارة المؤسسات المالية,predecessor already fully tapered before the new course's debut (last active 20162); the extra years confirm no rebound but add no new evidence,plausible but insufficient: no degree-lineage link to the candidate's degrees; name only 0.76 similar,20162,False,28,True,False,True,False,0,0,,2,,False,yes
unresolved,unresolved,False,True,1336.111,إدارة عمليات التأمين,3,20232,54.111,ادارة عمليات التامين,"taper confirmed: predecessor last active 20242 (after the new course's debut), then near-zero for 3 consecutive semesters through 20252",plausible but insufficient: no degree-lineage link to the candidate's degrees,20242,False,3,True,True,False,False,0,21,,5,,False,yes
unresolved,unresolved,False,True,1366.111,رياضيات مالية,3,20232,51.111,رياضيات مالية,"taper confirmed: predecessor last active 20241 (after the new course's debut), then near-zero for 4 consecutive semesters through 20252",plausible but insufficient: no degree-lineage link to the candidate's degrees,20241,False,4,True,True,False,False,12,8,0.6667,10,20241,True,yes
unresolved,unresolved,False,True,1367.111,سلوك المستهلك,3,20233,933.111,السلوك المهني,"predecessor never reached the 5-enrolment activity floor in any semester of the extended file (1 rows in total) - there is no taper to observe, so no corroboration is available",plausible but insufficient: no degree-lineage link to the candidate's degrees; credits differ (2.0 -> 3.0); requirement type differs; name only 0.70 similar; predecessor still enrolling through 2025 - no taper,,True,66,False,False,False,False,0,0,,6,20251,False,yes
likely_equivalent_needs_review,likely_equivalent_needs_review,False,True,1284.111,الإدارة الاستراتيجية,3,20233,84.111,إدارة استراتيجية,"predecessor still active at comparable volume through 2025 (40 rows in 2024 vs 60 in 2021, ratio 0.6667) - evidence AGAINST equivalence: both courses are live",name similarity 1.00 with degree-lineage link; unmet for confirmation: predecessor did not taper - still enrolling through 2025,20252,False,0,False,False,False,True,60,40,0.6667,5,20251,False,yes
likely_equivalent_needs_review,likely_equivalent_needs_review,False,True,1339.111,إنكليزي الأعمال,3,20233,74.111,إنكليزي الأعمال,"predecessor still active at comparable volume through 2025 (9 rows in 2024 vs 24 in 2021, ratio 0.375) - evidence AGAINST equivalence: both courses are live","name similarity 1.00 with degree-lineage link; unmet for confirmation: requirement_type, predecessor did not taper - still enrolling through 2025",20251,False,1,False,False,False,True,24,9,0.375,9,20252,False,yes
likely_equivalent_needs_review,likely_equivalent_needs_review,False,True,1430.111,اللغة الانكليزية - 3,3,20231,1015.111,اللغة الانكليزية 3,"predecessor still active at comparable volume through 2025 (20 rows in 2024 vs 47 in 2021, ratio 0.4255) - evidence AGAINST equivalence: both courses are live",name similarity 1.00 with degree-lineage link; unmet for confirmation: predecessor did not taper - still enrolling through 2025,20252,False,0,False,False,False,True,47,20,0.4255,25,20252,False,yes
genuinely_new,genuinely_new,False,False,1276.111,كشف التطفل وإدارة الاختراقات,2,20232,,,carried over unchanged - outside this task's scope,no TRAIN course reaches the plausibility bar on normalized name similarity in any degree,,,,,,,,,,,58,20251,False,yes
unresolved,unresolved,False,True,1321.111,إدارة التفاوض في التسويق,2,20232,56.111,ادارة الاستثمار والتمويل,"predecessor still active at comparable volume through 2025 (19 rows in 2024 vs 7 in 2021, ratio 2.7143) - evidence AGAINST equivalence: both courses are live",plausible but insufficient: no degree-lineage link to the candidate's degrees; name only 0.67 similar; predecessor still enrolling through 2025 - no taper,20251,False,1,False,False,False,True,7,19,2.7143,5,20251,False,yes
unresolved,unresolved,False,True,1325.111,إدارة العلاقة مع الزبائن,2,20232,54.111,ادارة عمليات التامين,"taper confirmed: predecessor last active 20242 (after the new course's debut), then near-zero for 3 consecutive semesters through 20252",plausible but insufficient: no degree-lineage link to the candidate's degrees; name only 0.68 similar,20242,False,3,True,True,False,False,0,21,,1,,False,yes
unresolved,unresolved,False,True,1300.111,العلاقات العامة,2,20233,100.111,العلاقات العامة,"predecessor still active at comparable volume through 2025 (66 rows in 2024 vs 64 in 2021, ratio 1.0312) - evidence AGAINST equivalence: both courses are live",plausible but insufficient: no degree-lineage link to the candidate's degrees; predecessor still enrolling through 2025 - no taper,20251,False,1,False,False,False,True,64,66,1.0312,5,20251,False,yes
unresolved,unresolved,False,True,1419.111,نقود ومصارف,2,20232,49.111,نقود ومصارف,"taper confirmed: predecessor last active 20242 (after the new course's debut), then near-zero for 3 consecutive semesters through 20252",plausible but insufficient: no degree-lineage link to the candidate's degrees,20242,False,3,True,True,False,False,6,11,1.8333,6,20251,False,yes
unresolved,unresolved,False,True,1306.111,المصارف الاسلامية,2,20233,53.111,المصارف الاسلامية,"predecessor still active at comparable volume through 2025 (36 rows in 2024 vs 9 in 2021, ratio 4.0) - evidence AGAINST equivalence: both courses are live",plausible but insufficient: no degree-lineage link to the candidate's degrees; predecessor still enrolling through 2025 - no taper,20251,False,1,False,False,False,True,9,36,4.0,3,20251,False,yes
likely_equivalent_needs_review,likely_equivalent_needs_review,False,True,1431.111,لغة أجنبية حية ثانية - فرنسية,2,20231,1017.111,لغة اجنبية حية (ثانية),"taper confirmed: predecessor last active 20241 (after the new course's debut), then near-zero for 4 consecutive semesters through 20252",name similarity 0.85 with degree-lineage link; unmet for confirmation: uniqueness/corroboration,20241,False,4,True,True,False,False,167,6,0.0359,4,,False,yes
genuinely_new,genuinely_new,False,False,1256.111,الحساسات والتحسس,1,20233,,,carried over unchanged - outside this task's scope,no TRAIN course reaches the plausibility bar on normalized name similarity in any degree,,,,,,,,,,,6,,False,yes
likely_equivalent_needs_review,likely_equivalent_needs_review,False,True,1277.111,نظم الزمن الحقيقي,1,20232,536.111,نظم الزمن الحقيقي,"predecessor still active at comparable volume through 2025 (113 rows in 2024 vs 99 in 2021, ratio 1.1414) - evidence AGAINST equivalence: both courses are live","name similarity 1.00 with degree-lineage link; unmet for confirmation: requirement_type, predecessor did not taper - still enrolling through 2025",20251,False,1,False,False,False,True,99,113,1.1414,19,20251,False,yes
unresolved,unresolved,False,True,1330.111,إدارة المشتريات,1,20233,81.111,إدارة التغيير,"taper confirmed: predecessor last active 20242 (after the new course's debut), then near-zero for 3 consecutive semesters through 20252",plausible but insufficient: no degree-lineage link to the candidate's degrees; name only 0.71 similar,20242,False,3,True,True,False,False,44,19,0.4318,6,20241,True,yes
unresolved,unresolved,False,True,1407.111,مهارات الدخول إلى سوق العمل,1,20233,150.111,مهارات الحاسوب 1,predecessor already fully tapered before the new course's debut (last active 20111); the extra years confirm no rebound but add no new evidence,plausible but insufficient: requirement type differs; name only 0.60 similar,20111,False,47,True,False,True,False,0,0,,90,20242,True,yes
likely_equivalent_needs_review,likely_equivalent_needs_review,False,True,1285.111,الإدارة الاستراتيجية للموارد البشرية,1,20221,93.111,الإدارة الإستراتيجية للموارد البشرية,"predecessor still active at comparable volume through 2025 (71 rows in 2024 vs 52 in 2021, ratio 1.3654) - evidence AGAINST equivalence: both courses are live",name similarity 1.00 with degree-lineage link; unmet for confirmation: predecessor did not taper - still enrolling through 2025,20252,False,0,False,False,False,True,52,71,1.3654,30,20252,False,yes
genuinely_new,genuinely_new,False,False,1290.111,التدريب والتطوير,1,20231,,,carried over unchanged - outside this task's scope,no TRAIN course reaches the plausibility bar on normalized name similarity in any degree,,,,,,,,,,,30,20251,False,yes
unresolved,unresolved,False,True,1320.111,إدارة التفاوض في الموارد البشرية,1,20232,93.111,الإدارة الإستراتيجية للموارد البشرية,"predecessor still active at comparable volume through 2025 (71 rows in 2024 vs 52 in 2021, ratio 1.3654) - evidence AGAINST equivalence: both courses are live",plausible but insufficient: name only 0.74 similar; predecessor still enrolling through 2025 - no taper,20252,False,0,False,False,False,True,52,71,1.3654,36,20251,False,yes
likely_equivalent_needs_review,likely_equivalent_needs_review,False,True,1364.111,ريادة الاعمال وإدارة المشروعات الصغيرة,1,20231,29.111,مدخل إلى الريادة وإدارة المشروعات الصغيرة,"predecessor still active at comparable volume through 2025 (61 rows in 2024 vs 59 in 2021, ratio 1.0339) - evidence AGAINST equivalence: both courses are live",name similarity 0.80 with degree-lineage link; unmet for confirmation: predecessor did not taper - still enrolling through 2025,20243,False,2,False,False,False,True,59,61,1.0339,45,20242,True,yes
likely_equivalent_needs_review,likely_equivalent_needs_review,False,True,1394.111,مشروع التدريب المهني في إدارة الموارد البشرية,1,20232,96.111,مشروع تخرج في إدارة الموارد البشرية,"predecessor still active at comparable volume through 2025 (75 rows in 2024 vs 25 in 2021, ratio 3.0) - evidence AGAINST equivalence: both courses are live",name similarity 0.85 with degree-lineage link; unmet for confirmation: predecessor did not taper - still enrolling through 2025,20251,False,1,False,False,False,True,25,75,3.0,22,20251,False,yes
likely_equivalent_needs_review,likely_equivalent_needs_review,False,True,1304.111,المحاسبة الدولية,1,20232,16.111,المحاسبة الدولية,"predecessor still active at comparable volume through 2025 (66 rows in 2024 vs 12 in 2021, ratio 5.5) - evidence AGAINST equivalence: both courses are live",name similarity 1.00 with degree-lineage link; unmet for confirmation: predecessor did not taper - still enrolling through 2025,20252,False,0,False,False,False,True,12,66,5.5,28,20252,False,yes
confirmed_equivalent,confirmed_equivalent,False,False,1305.111,المحاسبة الضريبية,1,20231,15.111,المحاسبة الضريبية,carried over unchanged - outside this task's scope,"exact normalized name, equal credits (3.0) and requirement type, degree-lineage link, and predecessor last active 20231 <= debut 20231",,,,,,,,,,,42,20251,False,yes
confirmed_equivalent,confirmed_equivalent,False,False,1379.111,محاسبة إدارية,1,20231,7.111,محاسبة إدارية,carried over unchanged - outside this task's scope,"exact normalized name, equal credits (3.0) and requirement type, degree-lineage link, and predecessor last active 20231 <= debut 20231",,,,,,,,,,,21,20252,False,yes
likely_equivalent_needs_review,likely_equivalent_needs_review,False,True,1381.111,محاسبة تكاليف2,1,20232,11.111,محاسبة تكاليف II,"taper confirmed: predecessor last active 20242 (after the new course's debut), then near-zero for 3 consecutive semesters through 20252",name similarity 0.90 with degree-lineage link; unmet for confirmation: uniqueness/corroboration,20242,False,3,True,True,False,False,24,52,2.1667,23,20242,True,yes
likely_equivalent_needs_review,likely_equivalent_needs_review,False,True,1382.111,محاسبة توحيد الأعمال,1,20223,17.111,محاسبة توحيد الأعمال,"predecessor still active at comparable volume through 2025 (64 rows in 2024 vs 18 in 2021, ratio 3.5556) - evidence AGAINST equivalence: both courses are live",name similarity 1.00 with degree-lineage link; unmet for confirmation: predecessor did not taper - still enrolling through 2025,20252,False,0,False,False,False,True,18,64,3.5556,7,20252,False,yes
likely_equivalent_needs_review,likely_equivalent_needs_review,False,True,1383.111,محاسبة حكومية ومؤسسات غير ربحية,1,20223,6.111,محاسبة حكومية  ومؤسسات غير ربحية,"predecessor still active at comparable volume through 2025 (34 rows in 2024 vs 29 in 2021, ratio 1.1724) - evidence AGAINST equivalence: both courses are live",name similarity 1.00 with degree-lineage link; unmet for confirmation: predecessor did not taper - still enrolling through 2025,20251,False,1,False,False,False,True,29,34,1.1724,23,20251,False,yes
likely_equivalent_needs_review,likely_equivalent_needs_review,False,True,1388.111,محاسبة متوسطة2,1,20232,10.111,محاسبة متوسطة II,"predecessor still active at comparable volume through 2025 (51 rows in 2024 vs 21 in 2021, ratio 2.4286) - evidence AGAINST equivalence: both courses are live",name similarity 0.90 with degree-lineage link; unmet for confirmation: predecessor did not taper - still enrolling through 2025,20251,False,1,False,False,False,True,21,51,2.4286,29,20242,True,yes
likely_equivalent_needs_review,likely_equivalent_needs_review,False,True,1398.111,مشروع تخرج في المحاسبة والتدقيق,1,20233,25.111,مشروع  تخرج في المحاسبة والتدقيق,"predecessor still active at comparable volume through 2025 (50 rows in 2024 vs 15 in 2021, ratio 3.3333) - evidence AGAINST equivalence: both courses are live",name similarity 1.00 with degree-lineage link; unmet for confirmation: predecessor did not taper - still enrolling through 2025,20251,False,1,False,False,False,True,15,50,3.3333,1,,False,yes
likely_equivalent_needs_review,likely_equivalent_needs_review,False,True,1402.111,مشكلات محاسبية معاصرة,1,20232,18.111,مشكلات محاسبية معاصرة,"predecessor still active at comparable volume through 2025 (45 rows in 2024 vs 25 in 2021, ratio 1.8) - evidence AGAINST equivalence: both courses are live",name similarity 1.00 with degree-lineage link; unmet for confirmation: predecessor did not taper - still enrolling through 2025,20251,False,1,False,False,False,True,25,45,1.8,28,20242,True,yes
confirmed_equivalent,likely_equivalent_needs_review,True,True,1224.111,الاتصالات الرقمية,1,20232,463.111,الاتصالات الرقمية,"taper confirmed: predecessor last active 20242 (after the new course's debut), then near-zero for 3 consecutive semesters through 20252","exact normalized name, equal credits (3.0) and requirement type, degree-lineage link, and an extended-history taper: predecessor 463.111 last active 20242, near-zero for 3 consecutive semesters through 20252",20242,False,3,True,True,False,False,23,16,0.6957,1,,False,yes
likely_equivalent_needs_review,likely_equivalent_needs_review,False,True,1231.111,الاتصالات النقالة واللاسلكية,1,20233,474.111,الاتصالات النقالة واللاسلكية,"predecessor still active at comparable volume through 2025 (74 rows in 2024 vs 41 in 2021, ratio 1.8049) - evidence AGAINST equivalence: both courses are live","name similarity 1.00 with degree-lineage link; unmet for confirmation: requirement_type, predecessor did not taper - still enrolling through 2025",20252,False,0,False,False,False,True,41,74,1.8049,4,20252,False,yes
likely_equivalent_needs_review,likely_equivalent_needs_review,False,True,1433.111,لغة أجنبية حية ثانية - ألمانية,1,20232,1017.111,لغة اجنبية حية (ثانية),"taper confirmed: predecessor last active 20241 (after the new course's debut), then near-zero for 4 consecutive semesters through 20252",name similarity 0.87 with degree-lineage link; unmet for confirmation: uniqueness/corroboration,20241,False,4,True,True,False,False,167,6,0.0359,7,,False,yes
